N_points,mean_rel_error,std_rel_error,best_rel_error,mean_train_time_s,std_train_time_s,mean_eval_time_s,std_eval_time_s
100,0.012087252198617891,0.0,0.012087252198617891,48.57592058181763,0.0,0.00150299072265625,0.0
400,0.00032237371913977,0.0,0.00032237371913977,68.825279712677,0.0,0.0010051727294921875,0.0
900,0.001000985801927371,0.0,0.001000985801927371,69.63104557991028,0.0,0.0009479522705078125,0.0
