N_points,mean_rel_error,std_rel_error,best_rel_error,mean_train_time_s,std_train_time_s,mean_eval_time_s,std_eval_time_s
50,0.9349596824605337,0.0,0.9349596824605337,28.75326681137085,0.0,0.0009508132934570312,0.0
60,0.536789688767937,0.0,0.536789688767937,38.53730630874634,0.0,0.0010502338409423828,0.0
70,0.22650165207453035,0.0,0.22650165207453035,41.04140877723694,0.0,0.0009605884552001953,0.0
80,0.22142123632720193,0.0,0.22142123632720193,31.917498111724854,0.0,0.0009551048278808594,0.0
90,0.04115539873247589,0.0,0.04115539873247589,42.04559278488159,0.0,0.0009229183197021484,0.0
100,0.012087252198617891,0.0,0.012087252198617891,51.65979862213135,0.0,0.0009455680847167969,0.0
